Country,Destination,Month,Popularity,MinTemp,MaxTemp,Precipitation
Germany,Steglitz,June,, 12°,22°,31%
Germany,Steglitz,July,, 14°,24°,29%
Germany,Prenzlauer Berg,August,, 14°,24°,26%
Germany,Prenzlauer Berg,September,, 11°,19°,25%
Germany,Prenzlauer Berg,October,, 6°,14°,25%
Germany,Prenzlauer Berg,November,, 3°,8°,30%
Germany,Prenzlauer Berg,December,, 0°,4°,33%
Germany,Prenzlauer Berg,January,, -2°,3°,31%
Germany,Prenzlauer Berg,February,, -1°,4°,26%
Germany,Prenzlauer Berg,March,, 1°,9°,27%
Germany,Prenzlauer Berg,April,, 5°,14°,24%
Germany,Prenzlauer Berg,May,, 9°,19°,27%
Germany,Prenzlauer Berg,June,, 12°,22°,30%
Germany,Prenzlauer Berg,July,, 15°,24°,27%
Germany,Duisburg,August,3, 15°,24°,30%
Germany,Duisburg,September,2, 12°,20°,33%
Germany,Duisburg,October,2.5, 8°,15°,30%
Germany,Duisburg,November,2, 5°,9°,42%
Germany,Duisburg,December,2.5, 2°,7°,40%
Germany,Duisburg,January,1.5, 1°,6°,42%
Germany,Duisburg,February,1.5, 1°,7°,32%
Germany,Duisburg,March,2, 3°,10°,39%
Germany,Duisburg,April,2.5, 6°,14°,33%
Germany,Duisburg,May,2.5, 10°,19°,32%
Germany,Duisburg,June,2, 13°,22°,38%
Germany,Duisburg,July,2, 15°,24°,33%
Germany,Neumünster,August,3, 13°,22°,32%
Germany,Neumünster,September,3, 10°,18°,36%
Germany,Neumünster,October,2.5, 6°,13°,36%
Germany,Neumünster,November,2, 3°,7°,43%
Germany,Neumünster,December,2, 0°,4°,40%
Germany,Neumünster,January,1.5, -1°,3°,41%
Germany,Neumünster,February,1.5, -1°,4°,36%
Germany,Neumünster,March,2, 1°,8°,36%
Germany,Neumünster,April,2, 3°,12°,32%
Germany,Neumünster,May,2, 7°,17°,31%
Germany,Neumünster,June,2, 11°,20°,37%
Germany,Neumünster,July,2.5, 13°,22°,37%
Germany,Flensburg,August,3.5, 13°,21°,34%
Germany,Flensburg,September,2, 11°,17°,38%
Germany,Flensburg,October,2, 7°,13°,43%
Germany,Flensburg,November,1.5, 3°,7°,45%
Germany,Flensburg,December,2, 1°,5°,43%
Germany,Flensburg,January,1.5, 0°,4°,41%
Germany,Flensburg,February,1.5, 0°,4°,41%
Germany,Flensburg,March,1.5, 1°,7°,37%
Germany,Flensburg,April,1.5, 4°,11°,31%
Germany,Flensburg,May,2.5, 8°,16°,29%
Germany,Flensburg,June,2, 11°,19°,36%
Germany,Flensburg,July,3.5, 13°,21°,38%
Germany,Neuperlach,August,, 12°,22°,36%
Germany,Neuperlach,September,, 9°,18°,29%
Germany,Neuperlach,October,, 5°,13°,26%
Germany,Neuperlach,November,, 0°,6°,36%
Germany,Neuperlach,December,, -2°,3°,34%
Germany,Neuperlach,January,, -4°,2°,34%
Germany,Neuperlach,February,, -4°,3°,34%
Germany,Neuperlach,March,, 0°,9°,31%
Germany,Neuperlach,April,, 2°,11°,36%
Germany,Neuperlach,May,, 7°,17°,38%
Germany,Neuperlach,June,, 10°,20°,47%
Germany,Neuperlach,July,, 12°,22°,37%
Germany,Erlangen,August,2.5, 11°,24°,29%
Germany,Erlangen,September,2, 8°,20°,29%
Germany,Erlangen,October,2.5, 4°,14°,30%
Germany,Erlangen,November,2, 0°,7°,37%
Germany,Erlangen,December,2, -2°,4°,37%
Germany,Erlangen,January,1.5, -4°,3°,37%
Germany,Erlangen,February,1.5, -4°,5°,33%
Germany,Erlangen,March,2, -1°,10°,33%
Germany,Erlangen,April,2, 2°,14°,34%
Germany,Erlangen,May,3, 6°,20°,32%
Germany,Erlangen,June,2.5, 10°,23°,36%
Germany,Erlangen,July,2.5, 12°,25°,35%
Germany,Kempten,August,3, 11°,22°,42%
Germany,Kempten,September,2, 8°,18°,34%
Germany,Kempten,October,2.5, 4°,14°,30%
Germany,Kempten,November,1.5, -1°,8°,36%
Germany,Kempten,December,2.5, -4°,4°,37%
Germany,Kempten,January,1.5, -5°,3°,38%
Germany,Kempten,February,1.5, -5°,4°,34%
Germany,Kempten,March,1.5, -1°,9°,37%
Germany,Kempten,April,2, 2°,12°,38%
Germany,Kempten,May,2, 6°,17°,42%
Germany,Kempten,June,2, 10°,20°,47%
Germany,Kempten,July,2.5, 12°,23°,43%
Germany,Wacken,August,4, 12°,22°,43%
Germany,Wacken,September,2, 9°,19°,33%
Germany,Wacken,October,1.5, 6°,14°,35%
Germany,Wacken,November,1.5, 3°,9°,43%
Germany,Wacken,December,1.5, 1°,5°,44%
Germany,Wacken,January,1.5, -1°,4°,42%
Germany,Wacken,February,1.5, -1°,5°,34%
Germany,Wacken,March,1.5, 0°,8°,31%
Germany,Wacken,April,1.5, 3°,14°,26%
Germany,Wacken,May,1.5, 7°,18°,30%
Germany,Wacken,June,1.5, 10°,20°,37%
Germany,Wacken,July,4, 12°,23°,40%
Germany,Meiningen,August,2, 13°,23°,29%
Germany,Meiningen,September,3, 10°,19°,29%
Germany,Meiningen,October,2.5, 6°,13°,30%
Germany,Meiningen,November,2.5, 2°,7°,35%
Germany,Meiningen,December,2.5, -1°,3°,38%
Germany,Meiningen,January,2, -2°,2°,36%
Germany,Meiningen,February,1.5, -2°,4°,28%
Germany,Meiningen,March,2, 1°,8°,32%
Germany,Meiningen,April,2, 4°,14°,28%
Germany,Meiningen,May,2, 8°,18°,31%
Germany,Meiningen,June,2, 11°,21°,33%
Germany,Meiningen,July,2, 13°,23°,33%
Germany,Erfurt,August,3, 12°,23°,27%
Germany,Erfurt,September,2, 10°,19°,24%
Germany,Erfurt,October,2.5, 6°,14°,23%
Germany,Erfurt,November,2, 1°,7°,26%
Germany,Erfurt,December,3, -1°,4°,24%
Germany,Erfurt,January,1.5, -3°,2°,21%
Germany,Erfurt,February,1.5, -4°,3°,22%
Germany,Erfurt,March,1.5, 1°,8°,25%
Germany,Erfurt,April,2, 3°,12°,25%
Germany,Erfurt,May,2.5, 7°,18°,28%
Germany,Erfurt,June,2, 11°,20°,31%
Germany,Erfurt,July,2, 13°,23°,29%
Germany,Saarbrücken,August,3, 14°,24°,26%
Germany,Saarbrücken,September,2, 10°,20°,30%
Germany,Saarbrücken,October,2.5, 7°,15°,32%
Germany,Saarbrücken,November,2, 3°,9°,38%
Germany,Saarbrücken,December,2.5, 1°,5°,37%
Germany,Saarbrücken,January,1.5, 0°,5°,38%
Germany,Saarbrücken,February,1.5, 0°,6°,36%
Germany,Saarbrücken,March,2, 2°,11°,35%
Germany,Saarbrücken,April,2, 5°,14°,32%
Germany,Saarbrücken,May,2.5, 9°,19°,34%
Germany,Saarbrücken,June,2, 12°,22°,34%
Germany,Saarbrücken,July,2.5, 14°,24°,28%
Germany,Putbus,August,, 13°,21°,28%
Germany,Putbus,September,, 11°,17°,29%
Germany,Putbus,October,, 7°,12°,33%
Germany,Putbus,November,, 3°,7°,34%
Germany,Putbus,December,, 0°,4°,36%
Germany,Putbus,January,, -2°,2°,34%
Germany,Putbus,February,, -1°,3°,29%
Germany,Putbus,March,, 1°,6°,30%
Germany,Putbus,April,, 3°,11°,24%
Germany,Putbus,May,, 7°,16°,25%
Germany,Putbus,June,, 11°,19°,29%
Germany,Putbus,July,, 13°,21°,30%
Germany,Gütersloh,August,2.5, 12°,23°,31%
Germany,Gütersloh,September,2.5, 10°,19°,35%
Germany,Gütersloh,October,2.5, 6°,14°,34%
Germany,Gütersloh,November,2, 3°,8°,42%
Germany,Gütersloh,December,2.5, 0°,5°,43%
Germany,Gütersloh,January,2, -1°,4°,41%
Germany,Gütersloh,February,1.5, -1°,6°,35%
Germany,Gütersloh,March,2, 2°,9°,39%
Germany,Gütersloh,April,2, 4°,13°,32%
Germany,Gütersloh,May,2.5, 8°,19°,32%
Germany,Gütersloh,June,2, 11°,21°,36%
Germany,Gütersloh,July,2, 13°,23°,34%
Germany,Cottbus,August,3, 13°,25°,25%
Germany,Cottbus,September,2.5, 10°,20°,24%
Germany,Cottbus,October,2.5, 6°,14°,25%
Germany,Cottbus,November,2, 2°,8°,30%
Germany,Cottbus,December,3, -1°,4°,33%
Germany,Cottbus,January,1.5, -3°,3°,30%
Germany,Cottbus,February,1.5, -2°,5°,27%
Germany,Cottbus,March,1.5, 0°,9°,28%
Germany,Cottbus,April,2, 4°,15°,23%
Germany,Cottbus,May,2.5, 8°,20°,26%
Germany,Cottbus,June,2, 12°,23°,29%
Germany,Cottbus,July,2.5, 14°,25°,28%
Germany,Krefeld,August,2.5, 15°,25°,31%
Germany,Krefeld,September,2, 12°,20°,35%
Germany,Krefeld,October,2.5, 9°,16°,37%
Germany,Krefeld,November,2, 5°,10°,44%
Germany,Krefeld,December,3, 2°,6°,37%
Germany,Krefeld,January,2, 1°,6°,38%
Germany,Krefeld,February,1.5, 2°,8°,41%
Germany,Krefeld,March,2, 4°,11°,36%
Germany,Krefeld,April,2, 7°,16°,31%
Germany,Krefeld,May,2.5, 10°,20°,38%
Germany,Krefeld,June,2, 13°,23°,35%
Germany,Krefeld,July,2, 15°,25°,33%
Germany,Nordhausen,August,3, 12°,24°,27%
Germany,Nordhausen,September,2.5, 9°,19°,26%
Germany,Nordhausen,October,2.5, 5°,14°,24%
Germany,Nordhausen,November,2, 2°,8°,31%
Germany,Nordhausen,December,2.5, -1°,4°,30%
Germany,Nordhausen,January,1.5, -3°,3°,29%
Germany,Nordhausen,February,1.5, -2°,4°,28%
Germany,Nordhausen,March,2, 1°,9°,30%
Germany,Nordhausen,April,2, 3°,14°,27%
Germany,Nordhausen,May,2.5, 7°,19°,30%
Germany,Nordhausen,June,2, 11°,22°,29%
Germany,Nordhausen,July,2.5, 13°,24°,28%
Germany,Offenbach,August,2, 13°,25°,30%
Germany,Offenbach,September,2.5, 10°,21°,23%
Germany,Offenbach,October,2.5, 6°,15°,24%
Germany,Offenbach,November,2.5, 3°,9°,28%
Germany,Offenbach,December,2.5, 1°,6°,36%
Germany,Offenbach,January,2, -1°,5°,34%
Germany,Offenbach,February,1.5, -1°,6°,28%
Germany,Offenbach,March,2, 1°,11°,27%
Germany,Offenbach,April,2, 5°,17°,23%
Germany,Offenbach,May,2.5, 9°,21°,30%
Germany,Offenbach,June,2, 12°,24°,29%
Germany,Offenbach,July,2, 14°,27°,34%
Germany,Hamelin,August,3, 13°,23°,30%
Germany,Hamelin,September,2.5, 10°,19°,33%
Germany,Hamelin,October,2.5, 7°,14°,30%
Germany,Hamelin,November,2, 3°,8°,40%
Germany,Hamelin,December,2.5, 0°,5°,39%
Germany,Hamelin,January,1.5, -1°,4°,37%
Germany,Hamelin,February,1.5, -1°,5°,33%
Germany,Hamelin,March,1.5, 2°,9°,35%
Germany,Hamelin,April,2, 4°,13°,32%
Germany,Hamelin,May,2.5, 8°,18°,31%
Germany,Hamelin,June,2.5, 11°,21°,34%
Germany,Hamelin,July,2.5, 13°,23°,34%
Germany,Fürth,August,2.5, 13°,24°,27%
Germany,Fürth,September,2.5, 9°,20°,25%
Germany,Fürth,October,3, 5°,14°,26%
Germany,Fürth,November,2, 1°,7°,30%
Germany,Fürth,December,2.5, -2°,4°,32%
Germany,Fürth,January,1.5, -3°,3°,31%
Germany,Fürth,February,1.5, -3°,5°,26%
Germany,Fürth,March,2, 0°,10°,27%
Germany,Fürth,April,2, 3°,14°,26%
Germany,Fürth,May,2, 8°,19°,31%
Germany,Fürth,June,2, 11°,22°,32%
Germany,Fürth,July,2.5, 13°,25°,32%
Germany,Schwetzingen,August,2.5, 15°,26°,23%
Germany,Schwetzingen,September,3, 11°,21°,21%
Germany,Schwetzingen,October,2.5, 7°,15°,28%
Germany,Schwetzingen,November,2.5, 3°,8°,30%
Germany,Schwetzingen,December,2.5, 1°,5°,33%
Germany,Schwetzingen,January,2, 0°,5°,31%
Germany,Schwetzingen,February,1.5, 1°,7°,26%
Germany,Schwetzingen,March,2, 3°,11°,30%
Germany,Schwetzingen,April,2, 6°,15°,27%
Germany,Schwetzingen,May,2, 11°,20°,34%
Germany,Schwetzingen,June,2, 13°,23°,37%
Germany,Schwetzingen,July,2, 15°,26°,29%
Russia,Saint Petersburg,August,3.5, 13°,21°,34%
Russia,Saint Petersburg,September,1.5, 8°,15°,34%
Russia,Saint Petersburg,October,1.5, 3°,8°,37%
Russia,Saint Petersburg,November,1.5, -2°,2°,38%
Russia,Saint Petersburg,December,1.5, -6°,-1°,38%
Russia,Saint Petersburg,January,1.5, -9°,-4°,34%
Russia,Saint Petersburg,February,1.5, -9°,-3°,30%
Russia,Saint Petersburg,March,1.5, -4°,2°,26%
Russia,Saint Petersburg,April,1.5, 1°,9°,24%
Russia,Saint Petersburg,May,3, 7°,16°,23%
Russia,Saint Petersburg,June,3.5, 11°,20°,31%
Russia,Saint Petersburg,July,3.5, 15°,23°,32%
Russia,Moscow,August,3, 12°,22°,32%
Russia,Moscow,September,2, 7°,16°,33%
Russia,Moscow,October,2, 2°,8°,33%
Russia,Moscow,November,2, -3°,1°,36%
Russia,Moscow,December,2, -7°,-3°,38%
Russia,Moscow,January,1.5, -10°,-5°,38%
Russia,Moscow,February,1.5, -10°,-3°,32%
Russia,Moscow,March,2, -5°,2°,25%
Russia,Moscow,April,2, 2°,11°,25%
Russia,Moscow,May,2.5, 8°,19°,27%
Russia,Moscow,June,2.5, 12°,22°,34%
Russia,Moscow,July,3, 14°,24°,32%
Russia,Petergof,August,2.5, 13°,21°,34%
Russia,Petergof,September,3, 8°,15°,34%
Russia,Petergof,October,2.5, 3°,8°,37%
Russia,Petergof,November,2, -2°,2°,38%
Russia,Petergof,December,2, -6°,-1°,38%
Russia,Petergof,January,2, -9°,-4°,34%
Russia,Petergof,February,2, -9°,-3°,30%
Russia,Petergof,March,1.5, -4°,2°,26%
Russia,Petergof,April,1.5, 1°,9°,24%
Russia,Petergof,May,2, 7°,16°,23%
Russia,Petergof,June,2.5, 11°,20°,31%
Russia,Petergof,July,2.5, 15°,23°,32%
Russia,Pushkin,August,3.5, 13°,21°,34%
Russia,Pushkin,September,2, 8°,15°,34%
Russia,Pushkin,October,1.5, 3°,8°,37%
Russia,Pushkin,November,1.5, -2°,2°,38%
Russia,Pushkin,December,1.5, -6°,-1°,38%
Russia,Pushkin,January,1.5, -9°,-4°,34%
Russia,Pushkin,February,1.5, -9°,-3°,30%
Russia,Pushkin,March,1.5, -4°,2°,26%
Russia,Pushkin,April,1.5, 1°,9°,24%
Russia,Pushkin,May,3, 7°,16°,23%
Russia,Pushkin,June,4, 11°,20°,31%
Russia,Pushkin,July,4, 15°,23°,32%
Russia,Suzdal,August,2.5, 11°,21°,28%
Russia,Suzdal,September,1.5, 6°,15°,30%
Russia,Suzdal,October,1.5, 1°,7°,36%
Russia,Suzdal,November,2, -5°,0°,36%
Russia,Suzdal,December,1.5, -11°,-4°,35%
Russia,Suzdal,January,3, -14°,-7°,35%
Russia,Suzdal,February,1.5, -13°,-5°,31%
Russia,Suzdal,March,2, -7°,1°,21%
Russia,Suzdal,April,1.5, 1°,10°,23%
Russia,Suzdal,May,3, 7°,18°,24%
Russia,Suzdal,June,2.5, 11°,22°,28%
Russia,Suzdal,July,3, 13°,24°,29%
Russia,Kazan,August,3.5, 13°,23°,25%
Russia,Kazan,September,1.5, 8°,16°,29%
Russia,Kazan,October,1.5, 1°,7°,32%
Russia,Kazan,November,1.5, -5°,-1°,33%
Russia,Kazan,December,1.5, -11°,-6°,31%
Russia,Kazan,January,2, -15°,-8°,32%
Russia,Kazan,February,1.5, -14°,-7°,29%
Russia,Kazan,March,1.5, -8°,0°,23%
Russia,Kazan,April,1.5, 1°,10°,20%
Russia,Kazan,May,2.5, 8°,20°,22%
Russia,Kazan,June,2.5, 13°,23°,28%
Russia,Kazan,July,3.5, 15°,25°,26%
Russia,Veliky Novgorod,August,3,,,
Russia,Veliky Novgorod,September,2,,,
Russia,Veliky Novgorod,October,1.5,,,
Russia,Veliky Novgorod,November,1.5,,,
Russia,Veliky Novgorod,December,1.5,,,
Russia,Veliky Novgorod,January,2.5,,,
Russia,Veliky Novgorod,February,1.5,,,
Russia,Veliky Novgorod,March,1.5,,,
Russia,Veliky Novgorod,April,1.5,,,
Russia,Veliky Novgorod,May,3,,,
Russia,Veliky Novgorod,June,3,,,
Russia,Veliky Novgorod,July,3,,,
Russia,Valaam,August,2, 11°,20°,33%
Russia,Valaam,September,3, 6°,14°,33%
Russia,Valaam,October,2.5, 1°,7°,34%
Russia,Valaam,November,2.5, -3°,1°,40%
Russia,Valaam,December,2, -9°,-3°,40%
Russia,Valaam,January,2, -12°,-5°,34%
Russia,Valaam,February,2, -12°,-5°,30%
Russia,Valaam,March,1.5, -8°,0°,27%
Russia,Valaam,April,1.5, -2°,7°,23%
Russia,Valaam,May,2, 3°,14°,22%
Russia,Valaam,June,2, 9°,19°,29%
Russia,Valaam,July,2.5, 12°,22°,28%
Russia,Vladimir,August,2.5, 11°,21°,28%
Russia,Vladimir,September,2, 6°,15°,30%
Russia,Vladimir,October,2, 1°,7°,36%
Russia,Vladimir,November,2, -5°,0°,36%
Russia,Vladimir,December,2, -11°,-4°,35%
Russia,Vladimir,January,3, -14°,-7°,35%
Russia,Vladimir,February,1.5, -13°,-5°,31%
Russia,Vladimir,March,2, -7°,1°,21%
Russia,Vladimir,April,2, 1°,10°,23%
Russia,Vladimir,May,2.5, 7°,18°,24%
Russia,Vladimir,June,2.5, 11°,22°,28%
Russia,Vladimir,July,2.5, 13°,24°,29%
Russia,Yekaterinburg,August,3, 11°,21°,32%
Russia,Yekaterinburg,September,2, 6°,15°,27%
Russia,Yekaterinburg,October,2, 0°,6°,28%
Russia,Yekaterinburg,November,2, -8°,-3°,25%
Russia,Yekaterinburg,December,2, -14°,-8°,20%
Russia,Yekaterinburg,January,2, -17°,-10°,20%
Russia,Yekaterinburg,February,1.5, -15°,-7°,18%
Russia,Yekaterinburg,March,2, -8°,1°,15%
Russia,Yekaterinburg,April,2, 0°,10°,18%
Russia,Yekaterinburg,May,2, 6°,18°,24%
Russia,Yekaterinburg,June,2.5, 11°,23°,32%
Russia,Yekaterinburg,July,3, 14°,24°,31%
Russia,Sergiev Posad,August,3,,,
Russia,Sergiev Posad,September,2,,,
Russia,Sergiev Posad,October,1.5,,,
Russia,Sergiev Posad,November,1.5,,,
Russia,Sergiev Posad,December,1.5,,,
Russia,Sergiev Posad,January,2.5,,,
Russia,Sergiev Posad,February,1.5,,,
Russia,Sergiev Posad,March,1.5,,,
Russia,Sergiev Posad,April,1.5,,,
Russia,Sergiev Posad,May,3,,,
Russia,Sergiev Posad,June,3,,,
Russia,Sergiev Posad,July,3,,,
Russia,Yaroslavl,August,3,,,
Russia,Yaroslavl,September,1.5,,,
Russia,Yaroslavl,October,1.5,,,
Russia,Yaroslavl,November,2,,,
Russia,Yaroslavl,December,1.5,,,
Russia,Yaroslavl,January,2.5,,,
Russia,Yaroslavl,February,1.5,,,
Russia,Yaroslavl,March,2,,,
Russia,Yaroslavl,April,1.5,,,
Russia,Yaroslavl,May,3,,,
Russia,Yaroslavl,June,2.5,,,
Russia,Yaroslavl,July,3,,,
Russia,Gatchina,August,2.5, 10°,21°,33%
Russia,Gatchina,September,2.5, 6°,15°,35%
Russia,Gatchina,October,2.5, 1°,8°,37%
Russia,Gatchina,November,2, -3°,1°,41%
Russia,Gatchina,December,2, -8°,-2°,38%
Russia,Gatchina,January,2, -11°,-5°,35%
Russia,Gatchina,February,1.5, -11°,-4°,30%
Russia,Gatchina,March,1.5, -7°,2°,27%
Russia,Gatchina,April,1.5, -1°,9°,26%
Russia,Gatchina,May,2, 4°,17°,25%
Russia,Gatchina,June,2.5, 9°,20°,34%
Russia,Gatchina,July,2.5, 12°,23°,32%
Russia,Volgograd,August,4, 18°,29°,11%
Russia,Volgograd,September,2, 12°,22°,16%
Russia,Volgograd,October,1.5, 5°,13°,18%
Russia,Volgograd,November,1.5, -1°,4°,23%
Russia,Volgograd,December,1.5, -7°,-1°,26%
Russia,Volgograd,January,1.5, -9°,-4°,26%
Russia,Volgograd,February,1.5, -9°,-3°,22%
Russia,Volgograd,March,1.5, -3°,4°,19%
Russia,Volgograd,April,2, 5°,16°,15%
Russia,Volgograd,May,3, 12°,23°,18%
Russia,Volgograd,June,2.5, 16°,27°,18%
Russia,Volgograd,July,3.5, 19°,30°,14%
Russia,Kronshtadt,August,2, 13°,21°,34%
Russia,Kronshtadt,September,3, 8°,15°,34%
Russia,Kronshtadt,October,2.5, 3°,8°,37%
Russia,Kronshtadt,November,2.5, -2°,2°,38%
Russia,Kronshtadt,December,2, -6°,-1°,38%
Russia,Kronshtadt,January,2, -9°,-4°,34%
Russia,Kronshtadt,February,2, -9°,-3°,30%
Russia,Kronshtadt,March,2, -4°,2°,26%
Russia,Kronshtadt,April,2, 1°,9°,24%
Russia,Kronshtadt,May,2, 7°,16°,23%
Russia,Kronshtadt,June,2, 11°,20°,31%
Russia,Kronshtadt,July,2, 15°,23°,32%
Russia,Pskov,August,3, 11°,22°,35%
Russia,Pskov,September,2, 7°,16°,35%
Russia,Pskov,October,2, 2°,9°,34%
Russia,Pskov,November,2, -2°,3°,38%
Russia,Pskov,December,1.5, -6°,-1°,35%
Russia,Pskov,January,2.5, -9°,-3°,35%
Russia,Pskov,February,1.5, -9°,-2°,30%
Russia,Pskov,March,1.5, -5°,3°,26%
Russia,Pskov,April,1.5, 1°,11°,23%
Russia,Pskov,May,3, 6°,18°,27%
Russia,Pskov,June,2.5, 10°,21°,33%
Russia,Pskov,July,3, 13°,24°,30%
Russia,Irkutsk,August,3.5, 11°,23°,29%
Russia,Irkutsk,September,2, 4°,16°,26%
Russia,Irkutsk,October,2, -3°,8°,16%
Russia,Irkutsk,November,1.5, -12°,-2°,19%
Russia,Irkutsk,December,1.5, -19°,-10°,17%
Russia,Irkutsk,January,1.5, -22°,-13°,15%
Russia,Irkutsk,February,1.5, -20°,-8°,10%
Russia,Irkutsk,March,2, -12°,1°,11%
Russia,Irkutsk,April,1.5, -3°,10°,14%
Russia,Irkutsk,May,2, 3°,18°,21%
Russia,Irkutsk,June,2.5, 10°,24°,27%
Russia,Irkutsk,July,3.5, 13°,25°,34%
Russia,Kaliningrad,August,3.5, 13°,23°,33%
Russia,Kaliningrad,September,1.5, 9°,18°,36%
Russia,Kaliningrad,October,1.5, 5°,12°,39%
Russia,Kaliningrad,November,1.5, 1°,6°,44%
Russia,Kaliningrad,December,1.5, -2°,2°,44%
Russia,Kaliningrad,January,2, -5°,0°,40%
Russia,Kaliningrad,February,1.5, -4°,1°,34%
Russia,Kaliningrad,March,1.5, -1°,6°,31%
Russia,Kaliningrad,April,2, 3°,12°,25%
Russia,Kaliningrad,May,2.5, 7°,18°,25%
Russia,Kaliningrad,June,2.5, 11°,21°,32%
Russia,Kaliningrad,July,3.5, 13°,23°,32%
Russia,Pavlovsk,August,2, 13°,21°,34%
Russia,Pavlovsk,September,3, 8°,15°,34%
Russia,Pavlovsk,October,2.5, 3°,8°,37%
Russia,Pavlovsk,November,2.5, -2°,2°,38%
Russia,Pavlovsk,December,2.5, -6°,-1°,38%
Russia,Pavlovsk,January,2, -9°,-4°,34%
Russia,Pavlovsk,February,2, -9°,-3°,30%
Russia,Pavlovsk,March,2, -4°,2°,26%
Russia,Pavlovsk,April,2, 1°,9°,24%
Russia,Pavlovsk,May,2, 7°,16°,23%
Russia,Pavlovsk,June,2, 11°,20°,31%
Russia,Pavlovsk,July,2, 15°,23°,32%
Russia,Kostroma,August,3, 12°,21°,31%
Russia,Kostroma,September,2, 7°,15°,32%
Russia,Kostroma,October,1.5, 1°,7°,36%
Russia,Kostroma,November,2, -5°,0°,35%
Russia,Kostroma,December,2, -10°,-5°,37%
Russia,Kostroma,January,3, -13°,-7°,34%
Russia,Kostroma,February,1.5, -12°,-5°,27%
Russia,Kostroma,March,1.5, -7°,1°,25%
Russia,Kostroma,April,1.5, 1°,10°,26%
Russia,Kostroma,May,2.5, 7°,18°,28%
Russia,Kostroma,June,2.5, 11°,22°,32%
Russia,Kostroma,July,3, 14°,24°,29%
Russia,Solovetsky Islands,August,3,,,
Russia,Solovetsky Islands,September,3,,,
Russia,Solovetsky Islands,October,2.5,,,
Russia,Solovetsky Islands,November,2,,,
Russia,Solovetsky Islands,December,2,,,
Russia,Solovetsky Islands,January,1.5,,,
Russia,Solovetsky Islands,February,1.5,,,
Russia,Solovetsky Islands,March,1.5,,,
Russia,Solovetsky Islands,April,1.5,,,
Russia,Solovetsky Islands,May,1.5,,,
Russia,Solovetsky Islands,June,2.5,,,
Russia,Solovetsky Islands,July,3,,,
Russia,Diveyevo,August,3.5,,,
Russia,Diveyevo,September,2.5,,,
Russia,Diveyevo,October,2,,,
Russia,Diveyevo,November,1.5,,,
Russia,Diveyevo,December,1.5,,,
Russia,Diveyevo,January,2,,,
Russia,Diveyevo,February,1.5,,,
Russia,Diveyevo,March,1.5,,,
Russia,Diveyevo,April,1.5,,,
Russia,Diveyevo,May,2.5,,,
Russia,Diveyevo,June,2.5,,,
Russia,Diveyevo,July,3.5,,,
Russia,Rostov,August,2.5, 10°,21°,29%
Russia,Rostov,September,2.5, 5°,15°,31%
Russia,Rostov,October,2, 0°,7°,33%
Russia,Rostov,November,2, -6°,0°,34%
Russia,Rostov,December,2, -11°,-4°,33%
Russia,Rostov,January,2.5, -14°,-6°,33%
Russia,Rostov,February,1.5, -14°,-5°,26%
Russia,Rostov,March,2, -8°,1°,21%
Russia,Rostov,April,1.5, 0°,10°,25%
Russia,Rostov,May,2.5, 6°,18°,26%
Russia,Rostov,June,2, 10°,21°,32%
Russia,Rostov,July,2.5, 13°,24°,33%
Russia,Pereslavl-Zalessky,August,3, 12°,21°,30%
Russia,Pereslavl-Zalessky,September,2, 7°,15°,33%
Russia,Pereslavl-Zalessky,October,2, 2°,8°,34%
Russia,Pereslavl-Zalessky,November,2, -4°,0°,38%
Russia,Pereslavl-Zalessky,December,1.5, -9°,-4°,36%
Russia,Pereslavl-Zalessky,January,2.5, -12°,-6°,36%
Russia,Pereslavl-Zalessky,February,1.5, -12°,-5°,29%
Russia,Pereslavl-Zalessky,March,1.5, -6°,1°,24%
Russia,Pereslavl-Zalessky,April,1.5, 1°,10°,24%
Russia,Pereslavl-Zalessky,May,2.5, 7°,18°,27%
Russia,Pereslavl-Zalessky,June,3, 11°,21°,34%
Russia,Pereslavl-Zalessky,July,3, 14°,23°,32%
Russia,Uglich,August,3,,,
Russia,Uglich,September,2.5,,,
Russia,Uglich,October,2,,,
Russia,Uglich,November,2,,,
Russia,Uglich,December,1.5,,,
Russia,Uglich,January,2.5,,,
Russia,Uglich,February,1.5,,,
Russia,Uglich,March,1.5,,,
Russia,Uglich,April,1.5,,,
Russia,Uglich,May,3,,,
Russia,Uglich,June,2.5,,,
Russia,Uglich,July,3,,,
Russia,Rostov-on-Don,August,3.5, 17°,28°,15%
Russia,Rostov-on-Don,September,2, 11°,22°,16%
Russia,Rostov-on-Don,October,2, 5°,14°,19%
Russia,Rostov-on-Don,November,1.5, 0°,6°,26%
Russia,Rostov-on-Don,December,1.5, -4°,1°,31%
Russia,Rostov-on-Don,January,1.5, -7°,-1°,28%
Russia,Rostov-on-Don,February,1.5, -6°,0°,26%
Russia,Rostov-on-Don,March,1.5, -1°,7°,24%
Russia,Rostov-on-Don,April,2, 6°,16°,23%
Russia,Rostov-on-Don,May,2.5, 12°,22°,24%
Russia,Rostov-on-Don,June,2.5, 16°,26°,23%
Russia,Rostov-on-Don,July,3, 18°,29°,20%
Russia,Novosibirsk,August,3, 10°,22°,25%
Russia,Novosibirsk,September,1.5, 4°,15°,26%
Russia,Novosibirsk,October,2, -2°,6°,32%
Russia,Novosibirsk,November,1.5, -12°,-4°,36%
